X,Y_True,Y_Measured,Error
0.0,5.0,5.5293131691545305,0.5293131691545305
0.20408163265306123,5.408163265306122,1.7419220603930583,-3.6662412049130637
0.40816326530612246,5.816326530612245,7.090015761661881,1.2736892310496364
0.6122448979591837,6.224489795918368,4.191386924135539,-2.0331028717828286
0.8163265306122449,6.63265306122449,11.90235670148191,5.26970364025742
1.0204081632653061,7.040816326530612,7.810318398067907,0.7695020715372953
1.2244897959183674,7.448979591836735,3.955610765608401,-3.4933688262283336
1.4285714285714286,7.857142857142858,6.8763469652488505,-0.9807958918940072
1.6326530612244898,8.26530612244898,6.027353278002822,-2.2379528444461574
1.836734693877551,8.673469387755102,8.527440714966263,-0.14602867278883913
2.0408163265306123,9.081632653061224,8.00557042361781,-1.076062229443414
2.2448979591836737,9.489795918367347,9.112188404606396,-0.37760751376095136
2.4489795918367347,9.89795918367347,10.545157211417223,0.6471980277437535
2.6530612244897958,10.306122448979592,7.552699664769266,-2.7534227842103256
2.857142857142857,10.714285714285715,12.789915087161615,2.0756293728759
3.0612244897959187,11.122448979591837,8.051854557650383,-3.070594421941454
3.2653061224489797,11.53061224489796,12.335369667286846,0.8047574223888869
3.4693877551020407,11.938775510204081,14.006739272122191,2.0679637619181097
3.673469387755102,12.346938775510203,12.834239293753507,0.48730051824330367
3.8775510204081636,12.755102040816327,10.293237036495132,-2.4618650043211954
4.081632653061225,13.16326530612245,14.462980357260673,1.2997150511382234
4.285714285714286,13.571428571428571,12.008174575170992,-1.563253996257579
4.4897959183673475,13.979591836734695,15.301665099979603,1.3220732632449081
4.6938775510204085,14.387755102040817,15.167651337603115,0.7798962355622976
4.8979591836734695,14.795918367346939,13.345036961003851,-1.450881406343088
5.1020408163265305,15.204081632653061,16.208937342982576,1.0048557103295153
5.3061224489795915,15.612244897959183,16.03368660870774,0.42144171074855663
5.510204081632653,16.02040816326531,16.972790105155134,0.9523819418898256
5.714285714285714,16.42857142857143,12.302373535963874,-4.126197892607557
5.918367346938775,16.836734693877553,16.50327951313638,-0.3334551807411721
6.122448979591837,17.244897959183675,15.042486029475555,-2.20241192970812
6.326530612244898,17.653061224489797,18.120937346368382,0.46787612187858585
6.530612244897959,18.06122448979592,16.7137035521665,-1.3475209376294188
6.73469387755102,18.46938775510204,18.596242871738532,0.12685511663649152
6.938775510204081,18.877551020408163,20.44272339281921,1.5651723724110482
7.142857142857143,19.285714285714285,19.519270463411114,0.2335561776968298
7.346938775510204,19.693877551020407,24.34828691529874,4.654409364278333
7.551020408163265,20.10204081632653,20.321447517779923,0.21940670145339425
7.755102040816327,20.510204081632654,22.271828297667856,1.7616242160352016
7.959183673469388,20.918367346938776,20.05622496521649,-0.8621423817222862
8.16326530612245,21.3265306122449,19.90401097691857,-1.4225196353263279
8.36734693877551,21.73469387755102,18.50828298628989,-3.226410891261132
8.571428571428571,22.142857142857142,24.388256090185227,2.245398947328084
8.775510204081632,22.551020408163264,22.901787253763835,0.35076684560057103
8.979591836734695,22.95918367346939,21.09392652275692,-1.8652571507124698
9.183673469387756,23.367346938775512,24.971092931027425,1.6037459922519126
9.387755102040817,23.775510204081634,23.98944734470629,0.21393714062465463
9.591836734693878,24.183673469387756,22.197897644050368,-1.985775825337388
9.795918367346939,24.591836734693878,24.414949908916142,-0.17688682577773562
10.0,25.0,30.779850192196594,5.779850192196594
